loan_id,customer_id,loan_type,amount,interest_rate,term_months,issue_date,branch,status,risk_score,full_name,gender,birth_date,city,segment,registration_date
1245,481,Кредитная карта,53000.0,16.08,12,2025-05-02,Отделение №10,Активен,0.766,Петухова Марина Геннадиевна,F,1994-11-26,Нижний Новгород,Business,2022-10-02
1246,322,Потребительский,421000.0,18.0,36,2024-12-22,Отделение №14,Просрочен,0.032,Лобанов Панкрат Владиславович,M,1998-02-25,Челябинск,Retail,2024-12-22
1247,69,Автокредит,1040000.0,7.22,60,2025-03-31,Отделение №5,Активен,0.107,Буров Антонин Бенедиктович,M,1988-08-27,Ростов-на-Дону,Retail,2025-03-31
1248,20,Вексель,4992000.0,24.89,9,2025-11-03,Отделение №14,Активен,0.281,Тимофей Евсеевич Дементьев,M,1986-01-27,Москва,Retail,2025-11-03
1249,696,Ипотека,2744000.0,15.67,240,2023-03-28,Отделение №7,Активен,0.739,Вячеслав Брониславович Сазонов,M,1983-01-15,Казань,Retail,2023-03-28
1250,373,Потребительский,786000.0,19.6,36,2025-08-16,Отделение №15,Активен,0.87,Руслан Васильевич Костин,M,2001-08-27,Уфа,Premium,2025-08-16
1251,283,Автокредит,1959000.0,8.59,24,2024-01-13,Отделение №13,Активен,0.975,Людмила Анатольевна Афанасьева,F,2000-06-26,Екатеринбург,Retail,2022-05-05
1252,5,Потребительский,716000.0,10.41,24,2025-03-26,Отделение №4,Активен,0.8,Беспалов Аверьян Владиленович,M,1991-12-23,Уфа,Retail,2025-02-23
1253,119,Потребительский,284000.0,16.6,12,2025-12-30,Отделение №12,Активен,0.577,Григорий Фролович Русаков,M,1962-04-24,Ростов-на-Дону,Retail,2024-07-21
1254,345,Автокредит,2756000.0,22.97,48,2024-11-11,Отделение №1,Активен,0.752,Гуляев Ростислав Харлампович,M,1988-07-10,Уфа,Retail,2024-11-11
1255,760,Потребительский,708000.0,12.63,12,2025-09-26,Отделение №3,Активен,0.741,Евфросиния Ивановна Кулагина,F,1976-12-19,Новосибирск,Premium,2025-09-26
1256,32,Потребительский,762000.0,22.9,12,2022-08-17,Отделение №13,Просрочен,0.043,Ермакова Анжелика Артемовна,F,1993-09-25,Новосибирск,Retail,2022-08-17
1257,460,Ипотека,7420000.0,17.37,240,2025-02-28,Отделение №13,Активен,0.561,Тамара Рубеновна Муравьева,F,1997-08-19,Москва,Retail,2025-02-28
1258,504,Потребительский,301000.0,23.39,24,2025-08-21,Отделение №2,Активен,0.701,Селезнев Ратибор Марсович,M,1958-10-26,Самара,Retail,2025-02-22
1259,196,Автокредит,444000.0,8.83,36,2025-12-21,Отделение №14,Активен,0.738,Пономарев Изяслав Теймуразович,M,1967-10-27,Екатеринбург,Retail,2024-05-20
1260,241,Кредитная карта,168000.0,19.04,24,2022-07-05,Отделение №10,Закрыт,0.875,Эдуард Адамович Васильев,M,1996-08-02,Санкт-Петербург,Retail,2022-07-05
1261,702,Вексель,3904000.0,16.58,6,2024-10-05,Отделение №4,Просрочен,0.059,Артемьев Август Тимурович,M,1999-11-30,Санкт-Петербург,Retail,2024-07-10
1262,96,Автокредит,1410000.0,9.01,48,2023-12-07,Отделение №7,Активен,0.974,Соболева Раиса Руслановна,F,1996-12-12,Екатеринбург,Business,2022-03-21
1263,566,Кредитная карта,108000.0,22.25,12,2025-06-16,Отделение №7,Активен,0.125,Соболев Елисей Елисеевич,M,1994-10-17,Санкт-Петербург,Retail,2023-07-19
1264,496,Потребительский,504000.0,13.96,12,2025-04-10,Отделение №5,Активен,0.191,Жданова Фаина Харитоновна,F,1993-02-11,Москва,Retail,2025-04-10
1265,30,Вексель,2925000.0,11.08,3,2025-10-06,Отделение №4,Активен,0.711,Светлана Александровна Моисеева,F,1972-07-12,Москва,Business,2025-02-07
1266,296,Кредитная карта,231000.0,19.09,36,2024-07-14,Отделение №4,Активен,0.133,Егоров Харлампий Антонович,M,1973-12-22,Ростов-на-Дону,Retail,2024-07-14
1267,716,Потребительский,134000.0,10.37,12,2025-08-27,Отделение №12,Активен,0.111,Ольга Алексеевна Горбунова,F,2004-09-05,Москва,Retail,2024-09-26
1268,125,Потребительский,130000.0,9.16,24,2024-07-04,Отделение №13,Активен,0.724,Любовь Дмитриевна Кулагина,F,1959-03-30,Уфа,Retail,2024-06-25
1269,525,Потребительский,327000.0,18.64,48,2024-05-05,Отделение №8,Активен,0.68,Назар Феликсович Герасимов,M,1991-01-07,Новосибирск,Business,2024-05-05
1270,253,Вексель,4303000.0,13.66,6,2024-02-27,Отделение №11,Закрыт,0.188,Прокл Артёмович Мясников,M,1959-11-16,Санкт-Петербург,Business,2024-02-27
1271,611,Кредитная карта,209000.0,23.96,24,2024-09-28,Отделение №5,Активен,0.437,Беляев Варфоломей Бориславович,M,1971-12-20,Уфа,Retail,2023-05-09
1272,245,Потребительский,398000.0,20.27,12,2024-12-23,Отделение №4,Закрыт,0.524,г-н Потапов Ипатий Всеволодович,M,1961-05-22,Новосибирск,Retail,2024-12-23
1273,39,Ипотека,10813000.0,11.64,180,2023-08-04,Отделение №1,Активен,0.426,Иван Арсеньевич Лихачев,M,1957-04-22,Санкт-Петербург,Premium,2022-06-25
1274,670,Ипотека,9626000.0,14.86,120,2025-04-16,Отделение №4,Активен,0.303,Антонина Рубеновна Орлова,F,1997-06-23,Нижний Новгород,Retail,2023-02-28
1275,92,Ипотека,8884000.0,24.23,240,2025-06-25,Отделение №8,Активен,0.27,Игнатова Кира Тимуровна,F,1962-04-17,Екатеринбург,Premium,2025-06-25
1276,602,Потребительский,729000.0,18.37,12,2025-01-15,Отделение №9,Активен,0.385,Родион Аверьянович Ильин,M,2004-01-02,Москва,Business,2025-01-15
1277,64,Автокредит,2828000.0,19.77,24,2025-04-01,Отделение №12,Активен,0.522,Яковлев Порфирий Ефимьевич,M,1987-06-25,Москва,Premium,2025-04-01
1278,201,Потребительский,697000.0,6.87,36,2024-04-06,Отделение №15,Активен,0.567,Антонина Станиславовна Сысоева,F,1979-06-08,Челябинск,Retail,2022-06-14
1279,49,Потребительский,724000.0,20.44,36,2023-05-16,Отделение №9,Активен,0.668,Анна Егоровна Сергеева,F,1976-10-22,Ростов-на-Дону,Retail,2023-03-15
1280,606,Кредитная карта,185000.0,18.05,36,2024-02-04,Отделение №1,Активен,0.977,Глафира Альбертовна Афанасьева,F,1988-03-16,Ростов-на-Дону,Retail,2024-02-04
1281,191,Потребительский,65000.0,12.78,48,2025-03-09,Отделение №3,Активен,0.481,Симон Венедиктович Князев,M,1959-04-21,Санкт-Петербург,Retail,2023-05-07
1282,632,Потребительский,280000.0,19.31,48,2025-12-31,Отделение №4,Активен,0.272,Артемий Ефстафьевич Игнатов,M,1978-06-04,Казань,Retail,2025-12-31
1283,444,Автокредит,2142000.0,13.49,48,2024-11-07,Отделение №15,Активен,0.625,Костина Милица Олеговна,F,1982-06-20,Екатеринбург,Retail,2024-11-07
1284,273,Потребительский,84000.0,15.17,36,2025-06-03,Отделение №6,Активен,0.241,Панова Лукия Валериевна,F,1974-12-01,Санкт-Петербург,Retail,2025-06-03
1285,75,Ипотека,6308000.0,7.9,120,2025-11-13,Отделение №3,Активен,0.565,Тетерин Андрон Ильясович,M,1966-08-06,Уфа,Retail,2022-05-31
1286,112,Потребительский,700000.0,14.09,24,2024-08-14,Отделение №2,Активен,0.996,Шубина Виктория Даниловна,F,1959-01-05,Москва,Retail,2024-04-11
1287,160,Потребительский,792000.0,10.56,48,2025-06-15,Отделение №6,Активен,0.215,Клавдия Артемовна Крылова,F,1961-10-31,Уфа,Premium,2025-06-15
1288,366,Потребительский,242000.0,24.74,48,2022-09-04,Отделение №15,Активен,0.643,Третьякова Екатерина Юрьевна,F,1970-07-10,Челябинск,Retail,2022-07-13
1289,84,Ипотека,4091000.0,17.76,240,2025-07-23,Отделение №5,Дефолт,0.094,Терентий Игнатович Субботин,M,1957-02-09,Казань,Retail,2025-07-23
1290,601,Вексель,2731000.0,15.26,6,2022-10-14,Отделение №3,Закрыт,0.277,Александров Анисим Андреевич,M,1960-11-07,Самара,Premium,2022-10-14
1291,159,Вексель,3510000.0,21.53,3,2024-09-29,Отделение №7,Закрыт,0.216,Богданов Флорентин Антипович,M,1963-07-25,Уфа,Retail,2024-06-10
1292,60,Кредитная карта,57000.0,10.72,36,2025-04-08,Отделение №1,Активен,0.576,Юдина Клавдия Робертовна,F,1972-02-12,Москва,Retail,2022-05-01
1293,767,Ипотека,5490000.0,16.74,240,2024-10-20,Отделение №12,Активен,0.164,Ширяев Кирилл Зиновьевич,M,2000-06-21,Новосибирск,Business,2024-10-20
1294,534,Потребительский,520000.0,11.56,12,2025-09-28,Отделение №3,Активен,0.172,Щербакова Глафира Валентиновна,F,1969-08-28,Челябинск,Retail,2024-11-21
1295,392,Потребительский,84000.0,21.72,24,2023-12-17,Отделение №5,Закрыт,0.198,Лариса Егоровна Абрамова,F,1962-01-17,Челябинск,Business,2023-12-17
1296,371,Ипотека,8617000.0,8.98,180,2025-06-20,Отделение №15,Активен,0.118,Дарья Михайловна Панфилова,F,1967-05-03,Нижний Новгород,Retail,2025-02-18
1297,515,Вексель,1897000.0,14.45,9,2025-11-07,Отделение №14,Активен,0.688,Валентин Анатольевич Данилов,M,1966-09-01,Казань,Premium,2023-02-18
1298,175,Кредитная карта,158000.0,13.39,12,2022-12-17,Отделение №11,Закрыт,0.533,Ираида Филипповна Волкова,F,1995-05-10,Новосибирск,Premium,2022-09-02
1299,209,Вексель,2160000.0,10.4,3,2024-04-23,Отделение №2,Закрыт,0.154,Горбунова Вероника Ефимовна,F,1983-04-18,Казань,Premium,2024-04-23
1300,656,Ипотека,8997000.0,19.63,180,2025-12-21,Отделение №15,Активен,0.714,Емельянова Анастасия Вениаминовна,F,1992-09-05,Казань,Retail,2025-12-21
1301,721,Вексель,4755000.0,9.4,9,2024-07-16,Отделение №9,Закрыт,0.997,Алла Михайловна Смирнова,F,1977-11-28,Москва,Business,2023-12-05
1302,324,Вексель,1156000.0,9.67,12,2025-03-08,Отделение №8,Активен,0.837,Таисия Борисовна Кулакова,F,1999-08-30,Москва,Retail,2025-03-08
1303,501,Потребительский,245000.0,10.11,24,2022-02-11,Отделение №13,Закрыт,0.296,Белозеров Тит Ануфриевич,M,1982-12-02,Челябинск,Retail,2022-02-08
1304,783,Автокредит,2811000.0,8.83,24,2025-11-23,Отделение №12,Просрочен,0.054,Анжелика Рудольфовна Миронова,F,1988-06-27,Челябинск,Premium,2022-01-03
1305,429,Вексель,4753000.0,15.32,3,2025-02-21,Отделение №10,Закрыт,0.909,Всеслав Борисович Горбачев,M,1994-03-14,Ростов-на-Дону,Retail,2022-03-05
1306,253,Вексель,4102000.0,9.81,3,2024-11-26,Отделение №13,Закрыт,0.876,Прокл Артёмович Мясников,M,1959-11-16,Санкт-Петербург,Business,2024-02-27
1307,689,Потребительский,731000.0,16.42,12,2025-03-23,Отделение №9,Дефолт,0.084,Мина Всеволодович Борисов,M,1967-12-22,Новосибирск,Retail,2025-03-23
1308,365,Автокредит,1075000.0,9.01,48,2025-07-16,Отделение №7,Активен,0.178,Михеев Никанор Валерианович,M,1969-04-14,Санкт-Петербург,Retail,2025-07-16
1309,151,Ипотека,10379000.0,19.36,180,2023-09-30,Отделение №3,Дефолт,0.089,Доброслав Георгиевич Рябов,M,1994-01-30,Москва,Retail,2023-09-30
1310,52,Автокредит,586000.0,14.98,24,2024-05-17,Отделение №14,Активен,0.681,Тамара Рудольфовна Степанова,F,1965-07-19,Москва,Retail,2024-05-17
1311,247,Потребительский,75000.0,20.77,12,2024-10-16,Отделение №14,Закрыт,0.691,Марков Аггей Всеволодович,M,1969-06-22,Новосибирск,Business,2024-10-16
1312,201,Вексель,249000.0,20.44,9,2022-12-04,Отделение №10,Закрыт,0.808,Антонина Станиславовна Сысоева,F,1979-06-08,Челябинск,Retail,2022-06-14
1313,624,Потребительский,566000.0,14.58,48,2025-10-18,Отделение №11,Активен,0.894,Денисова Лариса Владимировна,F,1975-10-16,Нижний Новгород,Business,2025-10-18
1314,509,Ипотека,9875000.0,24.69,120,2025-12-14,Отделение №11,Активен,0.313,Жанна Георгиевна Орехова,F,1983-01-18,Самара,Retail,2025-12-14
1315,435,Потребительский,736000.0,11.3,36,2023-08-22,Отделение №14,Дефолт,0.085,Ульяна Евгеньевна Лукина,F,1994-01-31,Москва,Business,2023-05-27
1316,362,Потребительский,551000.0,15.54,48,2025-12-20,Отделение №2,Активен,0.91,Степанов Радим Исидорович,M,1975-01-07,Самара,Retail,2025-12-20
1317,232,Потребительский,668000.0,17.94,36,2024-10-23,Отделение №7,Просрочен,0.042,Октябрина Кузьминична Кулагина,F,1976-11-26,Ростов-на-Дону,Retail,2022-03-17
1318,630,Ипотека,7071000.0,7.31,300,2024-06-03,Отделение №11,Просрочен,0.049,Федорова Раиса Григорьевна,F,2006-05-04,Ростов-на-Дону,Retail,2024-06-03
1319,427,Потребительский,234000.0,12.78,36,2025-08-02,Отделение №9,Активен,0.361,Любовь Павловна Лапина,F,1969-01-03,Москва,Business,2025-08-02
1320,397,Потребительский,162000.0,8.76,48,2025-12-15,Отделение №13,Активен,0.413,Лебедев Будимир Тимурович,M,1981-12-15,Ростов-на-Дону,Retail,2025-12-15
1321,476,Потребительский,221000.0,18.67,36,2024-01-27,Отделение №14,Активен,0.366,Фомичева Ульяна Кузьминична,F,1985-09-13,Санкт-Петербург,Retail,2023-09-24
1322,504,Потребительский,483000.0,19.64,12,2025-02-22,Отделение №1,Активен,0.625,Селезнев Ратибор Марсович,M,1958-10-26,Самара,Retail,2025-02-22
1323,269,Ипотека,4404000.0,13.03,300,2025-06-19,Отделение №13,Активен,0.999,Гущин Карл Аксёнович,M,1965-01-20,Самара,Retail,2023-06-26
1324,88,Автокредит,2054000.0,7.69,36,2025-01-22,Отделение №1,Активен,0.268,Евграф Дмитриевич Соловьев,M,1992-07-12,Нижний Новгород,Retail,2025-01-22
1325,634,Кредитная карта,264000.0,8.79,24,2024-12-18,Отделение №9,Активен,0.556,Панова Эмилия Юльевна,F,1958-07-15,Санкт-Петербург,Retail,2023-10-11
1326,784,Вексель,1382000.0,9.76,9,2025-08-11,Отделение №8,Активен,0.948,Калашникова Анастасия Александровна,F,1979-03-07,Екатеринбург,Retail,2022-08-01
1327,485,Кредитная карта,97000.0,19.71,12,2025-06-30,Отделение №11,Активен,0.188,Федорова Нонна Максимовна,F,1960-06-25,Санкт-Петербург,Premium,2025-06-30
1328,196,Потребительский,251000.0,7.71,24,2025-10-10,Отделение №10,Активен,0.697,Пономарев Изяслав Теймуразович,M,1967-10-27,Екатеринбург,Retail,2024-05-20
1329,655,Вексель,3657000.0,11.98,9,2025-10-28,Отделение №15,Просрочен,0.021,Леон Бориславович Ершов,M,1983-03-23,Москва,Premium,2025-10-28
1330,626,Ипотека,9170000.0,14.43,240,2024-12-18,Отделение №13,Активен,0.104,Анжела Архиповна Сафонова,F,1959-03-09,Екатеринбург,Retail,2022-04-20
1331,521,Потребительский,396000.0,11.87,12,2025-08-30,Отделение №7,Активен,0.982,Анжелика Сергеевна Кононова,F,2006-05-04,Самара,Business,2025-08-30
1332,310,Потребительский,760000.0,22.44,36,2023-08-19,Отделение №7,Просрочен,0.042,Лора Владимировна Агафонова,F,1992-03-21,Нижний Новгород,Premium,2022-07-17
1333,227,Вексель,3634000.0,16.5,9,2023-11-28,Отделение №4,Закрыт,0.187,Марфа Федоровна Громова,F,1960-05-15,Уфа,Retail,2023-11-12
1334,406,Кредитная карта,276000.0,8.06,12,2025-10-01,Отделение №7,Активен,0.377,Кулаков Мариан Харламович,M,1982-09-05,Санкт-Петербург,Business,2024-12-08
1335,600,Вексель,4329000.0,19.95,3,2023-04-08,Отделение №9,Закрыт,0.368,Хохлова Ульяна Владимировна,F,1985-02-10,Нижний Новгород,Premium,2022-12-11
1336,580,Вексель,2642000.0,19.85,9,2024-08-06,Отделение №10,Закрыт,0.134,Давыд Фокич Воронцов,M,1994-04-14,Уфа,Business,2024-08-06
1337,656,Вексель,401000.0,11.83,9,2025-12-21,Отделение №14,Активен,0.639,Емельянова Анастасия Вениаминовна,F,1992-09-05,Казань,Retail,2025-12-21
1338,151,Потребительский,203000.0,24.34,24,2023-09-30,Отделение №4,Закрыт,0.824,Доброслав Георгиевич Рябов,M,1994-01-30,Москва,Retail,2023-09-30
1339,94,Вексель,1363000.0,8.75,9,2025-12-22,Отделение №13,Активен,0.728,Хохлов Август Ефимьевич,M,1970-08-05,Челябинск,Premium,2023-11-12
1340,203,Потребительский,127000.0,17.54,12,2025-12-27,Отделение №12,Активен,0.526,Мартьян Тихонович Кулагин,M,1959-11-07,Ростов-на-Дону,Premium,2025-10-12
1341,744,Кредитная карта,63000.0,24.45,12,2025-11-15,Отделение №2,Активен,0.241,Кошелева Милица Антоновна,F,1976-04-03,Казань,Retail,2025-11-15
1342,572,Автокредит,915000.0,13.95,36,2025-03-25,Отделение №4,Активен,0.323,Тимофеев Виктор Гавриилович,M,1975-02-01,Ростов-на-Дону,Retail,2025-03-25
1343,292,Потребительский,355000.0,24.09,12,2024-01-04,Отделение №10,Закрыт,0.918,Захаров Эраст Витальевич,M,1995-03-16,Екатеринбург,Premium,2024-01-04
1344,694,Вексель,2534000.0,8.25,9,2024-04-17,Отделение №14,Закрыт,0.961,Суханова Эмилия Геннадьевна,F,1997-08-10,Челябинск,Premium,2024-04-17
1345,190,Ипотека,7525000.0,23.27,120,2025-07-05,Отделение №1,Активен,0.209,г-н Панов Устин Виленович,M,1975-08-15,Санкт-Петербург,Retail,2025-07-05
1346,407,Кредитная карта,38000.0,20.83,12,2024-03-10,Отделение №3,Закрыт,0.112,Рожков Софон Викентьевич,M,1972-09-23,Москва,Business,2024-03-10
1347,562,Вексель,2667000.0,19.17,3,2025-01-05,Отделение №11,Закрыт,0.334,Григорий Демьянович Михеев,M,1964-09-29,Новосибирск,Retail,2025-01-05
1348,541,Вексель,1393000.0,8.7,9,2025-05-05,Отделение №7,Активен,0.725,Евстигней Харлампович Веселов,M,1964-11-28,Казань,Premium,2024-04-10
1349,710,Кредитная карта,268000.0,13.71,36,2023-07-22,Отделение №6,Активен,0.61,Остромир Эдгарович Бобылев,M,1975-05-14,Новосибирск,Business,2023-07-22
1350,130,Потребительский,93000.0,7.8,36,2025-05-21,Отделение №9,Активен,0.123,Гремислав Ефстафьевич Киселев,M,1985-10-06,Уфа,Retail,2023-07-11
1351,588,Автокредит,1895000.0,11.88,24,2025-01-09,Отделение №9,Активен,0.231,Ершов Аристарх Иларионович,M,1983-05-09,Ростов-на-Дону,Business,2024-09-07
1352,440,Ипотека,10381000.0,10.08,180,2024-04-14,Отделение №3,Активен,0.815,Светлана Святославовна Белозерова,F,2004-06-24,Самара,Business,2022-12-20
1353,401,Кредитная карта,194000.0,7.85,36,2022-10-30,Отделение №6,Закрыт,0.451,Власова Алла Феликсовна,F,1984-11-20,Челябинск,Retail,2022-09-07
1354,538,Потребительский,108000.0,19.3,36,2025-04-07,Отделение №5,Активен,0.857,Иванова Марфа Леоновна,F,1999-06-09,Москва,Premium,2025-04-07
1355,192,Потребительский,452000.0,18.1,12,2024-01-22,Отделение №6,Закрыт,0.778,Павел Измаилович Колобов,M,1996-08-20,Ростов-на-Дону,Retail,2022-01-06
1356,373,Потребительский,752000.0,24.28,48,2025-08-16,Отделение №9,Активен,0.744,Руслан Васильевич Костин,M,2001-08-27,Уфа,Premium,2025-08-16
1357,470,Вексель,671000.0,20.86,6,2024-05-23,Отделение №1,Просрочен,0.018,Коновалов Герман Елизарович,M,1965-06-22,Санкт-Петербург,Retail,2023-10-16
1358,618,Кредитная карта,266000.0,22.78,12,2024-12-17,Отделение №7,Закрыт,0.361,Иосиф Елизарович Юдин,M,1960-01-21,Екатеринбург,Business,2024-12-17
1359,35,Кредитная карта,54000.0,9.33,12,2024-03-02,Отделение №6,Закрыт,0.456,Соболев Тимур Германович,M,1992-09-30,Новосибирск,Retail,2022-11-10
1360,559,Кредитная карта,87000.0,11.17,12,2024-02-23,Отделение №1,Закрыт,0.341,Ершова Регина Романовна,F,1973-10-14,Челябинск,Retail,2024-02-23
1361,245,Вексель,2594000.0,17.03,6,2024-12-23,Отделение №14,Закрыт,0.485,г-н Потапов Ипатий Всеволодович,M,1961-05-22,Новосибирск,Retail,2024-12-23
1362,202,Ипотека,9631000.0,10.38,180,2025-06-26,Отделение №5,Активен,0.524,Надежда Владиславовна Воробьева,F,1980-02-02,Санкт-Петербург,Retail,2025-05-21
1363,242,Потребительский,772000.0,12.09,12,2024-06-27,Отделение №13,Закрыт,0.555,Гусев Феофан Гертрудович,M,1959-03-30,Казань,Retail,2024-06-27
1364,540,Автокредит,1563000.0,11.99,36,2025-09-29,Отделение №11,Активен,0.477,Чеслав Венедиктович Петухов,M,1972-05-07,Казань,Retail,2025-09-29
1365,326,Кредитная карта,229000.0,14.0,36,2023-07-12,Отделение №11,Активен,0.212,Копылов Гедеон Феодосьевич,M,1960-06-10,Челябинск,Retail,2023-07-12
1366,346,Ипотека,9239000.0,18.77,120,2023-12-17,Отделение №12,Активен,0.452,Арсений Фокич Петров,M,1970-12-07,Новосибирск,Retail,2023-12-17
1367,28,Потребительский,667000.0,17.19,36,2025-07-09,Отделение №5,Дефолт,0.065,Вацлав Ефимович Одинцов,M,1988-11-24,Челябинск,Retail,2025-07-09
1368,278,Потребительский,186000.0,24.75,12,2025-04-17,Отделение №3,Активен,0.583,Ларионова Феврония Рудольфовна,F,1983-01-28,Новосибирск,Premium,2025-04-17
1369,603,Ипотека,7979000.0,17.04,300,2025-07-02,Отделение №13,Активен,0.376,Панов Август Федотович,M,1966-03-12,Москва,Business,2022-06-02
1370,397,Вексель,4168000.0,22.86,12,2025-12-15,Отделение №9,Активен,0.296,Лебедев Будимир Тимурович,M,1981-12-15,Ростов-на-Дону,Retail,2025-12-15
1371,718,Вексель,2938000.0,12.58,6,2024-12-30,Отделение №1,Закрыт,0.103,Туров Евграф Устинович,M,1991-12-05,Челябинск,Retail,2024-12-30
1372,369,Вексель,4448000.0,22.89,6,2023-09-28,Отделение №14,Закрыт,0.108,Лариса Макаровна Рогова,F,1959-01-19,Челябинск,Business,2023-09-28
1373,390,Вексель,4115000.0,20.78,9,2024-07-09,Отделение №10,Закрыт,0.43,Баранова Лариса Кузьминична,F,1993-11-07,Новосибирск,Business,2024-07-09
1374,670,Автокредит,2838000.0,19.37,60,2025-06-28,Отделение №8,Активен,0.99,Антонина Рубеновна Орлова,F,1997-06-23,Нижний Новгород,Retail,2023-02-28
1375,493,Потребительский,530000.0,24.39,48,2024-11-04,Отделение №8,Просрочен,0.031,Осипова Майя Степановна,F,2001-07-31,Уфа,Premium,2024-11-04
1376,750,Потребительский,212000.0,17.66,24,2024-11-30,Отделение №11,Активен,0.326,Надежда Рудольфовна Мишина,F,1982-07-13,Новосибирск,Retail,2024-01-19
1377,319,Автокредит,1341000.0,9.05,36,2024-12-01,Отделение №13,Активен,0.897,Прохор Даниилович Лукин,M,1968-02-10,Казань,Retail,2023-01-05
1378,644,Потребительский,664000.0,23.01,36,2022-12-09,Отделение №15,Закрыт,0.96,Русаков Геннадий Вячеславович,M,2004-02-04,Челябинск,Retail,2022-12-09
1379,157,Вексель,4910000.0,7.05,12,2023-12-01,Отделение №13,Закрыт,0.805,Архипова Нинель Львовна,F,1965-04-05,Самара,Premium,2022-01-26
1380,173,Потребительский,493000.0,18.95,36,2025-01-20,Отделение №5,Активен,0.434,Элеонора Ждановна Козлова,F,1960-06-03,Казань,Premium,2023-12-22
1381,219,Потребительский,463000.0,13.99,48,2024-08-03,Отделение №14,Дефолт,0.073,Иван Ильич Поляков,M,1988-10-11,Новосибирск,Business,2024-08-03
1382,777,Потребительский,471000.0,18.87,48,2023-09-29,Отделение №3,Активен,0.686,Наина Леоновна Давыдова,F,1969-03-22,Уфа,Retail,2023-09-29
1383,255,Вексель,4055000.0,12.7,9,2025-12-03,Отделение №2,Активен,0.924,Лидия Мироновна Кириллова,F,1983-04-06,Челябинск,Retail,2025-12-03
1384,536,Потребительский,194000.0,16.46,36,2024-03-27,Отделение №13,Активен,0.241,Трофимова Анжела Михайловна,F,1968-10-05,Челябинск,Retail,2023-05-24
1385,600,Вексель,4264000.0,23.04,9,2025-07-06,Отделение №14,Активен,0.855,Хохлова Ульяна Владимировна,F,1985-02-10,Нижний Новгород,Premium,2022-12-11
1386,31,Кредитная карта,159000.0,6.62,12,2025-10-28,Отделение №7,Активен,0.852,Гущин Митофан Ефремович,M,1968-02-15,Казань,Business,2025-10-28
1387,6,Автокредит,2759000.0,24.87,60,2023-03-28,Отделение №13,Активен,0.117,Степанова Екатерина Львовна,F,1960-12-27,Казань,Retail,2023-03-28
1388,237,Ипотека,4021000.0,10.06,120,2025-09-30,Отделение №14,Активен,0.612,Селиверстова Ирина Антоновна,F,1991-07-27,Санкт-Петербург,Premium,2025-06-30
1389,119,Кредитная карта,261000.0,13.4,12,2024-07-21,Отделение №11,Просрочен,0.056,Григорий Фролович Русаков,M,1962-04-24,Ростов-на-Дону,Retail,2024-07-21
1390,376,Потребительский,270000.0,7.5,12,2023-10-21,Отделение №3,Закрыт,0.408,Радим Фролович Федосеев,M,1982-07-30,Новосибирск,Business,2023-04-09
1391,74,Кредитная карта,171000.0,18.31,36,2024-07-27,Отделение №1,Активен,0.627,Гедеон Феликсович Гусев,M,1957-11-06,Ростов-на-Дону,Retail,2024-07-27
1392,147,Вексель,1181000.0,6.81,9,2023-07-08,Отделение №8,Закрыт,0.495,Поляков Онуфрий Демьянович,M,1971-08-06,Москва,Retail,2023-05-22
1393,157,Автокредит,1416000.0,22.79,24,2024-07-08,Отделение №13,Активен,0.726,Архипова Нинель Львовна,F,1965-04-05,Самара,Premium,2022-01-26
1394,606,Кредитная карта,211000.0,12.84,36,2024-02-04,Отделение №2,Активен,0.555,Глафира Альбертовна Афанасьева,F,1988-03-16,Ростов-на-Дону,Retail,2024-02-04
1395,555,Вексель,2511000.0,23.48,12,2025-03-30,Отделение №10,Активен,0.982,Дементьев Спартак Гурьевич,M,1978-11-08,Челябинск,Retail,2025-03-30
1396,654,Вексель,3049000.0,13.81,9,2022-08-22,Отделение №9,Закрыт,0.524,Дьячкова Агафья Леоновна,F,1955-10-01,Екатеринбург,Business,2022-08-22
1397,735,Потребительский,778000.0,14.85,24,2023-10-04,Отделение №3,Закрыт,0.089,Федосеев Платон Германович,M,2007-07-14,Казань,Retail,2023-10-04
1398,103,Кредитная карта,115000.0,10.23,36,2022-12-17,Отделение №7,Закрыт,0.916,Вацлав Федосьевич Поляков,M,1964-10-26,Нижний Новгород,Retail,2022-08-11
1399,277,Потребительский,459000.0,6.7,12,2024-08-08,Отделение №15,Закрыт,0.85,Рябов Соломон Валентинович,M,1973-08-15,Уфа,Retail,2024-03-06
1400,410,Кредитная карта,213000.0,9.51,12,2025-05-19,Отделение №4,Активен,0.38,Клавдия Руслановна Авдеева,F,1956-07-15,Уфа,Retail,2022-10-01
1401,346,Вексель,1266000.0,15.11,9,2023-12-17,Отделение №6,Закрыт,0.546,Арсений Фокич Петров,M,1970-12-07,Новосибирск,Retail,2023-12-17
1402,284,Ипотека,3904000.0,22.9,300,2024-07-20,Отделение №5,Активен,0.545,Соколов Родион Артемьевич,M,2000-07-03,Екатеринбург,Retail,2024-07-20
1403,682,Потребительский,87000.0,12.44,24,2025-03-31,Отделение №7,Активен,0.141,Адам Тарасович Шаров,M,1992-10-08,Самара,Premium,2023-06-22
1404,320,Потребительский,82000.0,11.57,12,2024-06-02,Отделение №4,Закрыт,0.995,Олимпиада Георгиевна Фомина,F,1990-12-12,Новосибирск,Retail,2023-12-20
